cell_type,gene_id,gene_name,gene_biotype,FC,FDR
IN-SV2C,ENSG00000138741,TRPC3,protein_coding,1.57264199510265,0
IN-SV2C,ENSG00000144227,NXPH2,protein_coding,1.40877274618642,0
IN-SV2C,ENSG00000144642,RBMS3,protein_coding,2.16265383634048,0
IN-SV2C,ENSG00000146648,EGFR,protein_coding,1.56842941219499,0
IN-SV2C,ENSG00000155974,GRIP1,protein_coding,2.74937399654024,0
IN-SV2C,ENSG00000157103,SLC6A1,protein_coding,2.64430488030133,0
IN-SV2C,ENSG00000157404,KIT,protein_coding,2.60856067749461,0
IN-SV2C,ENSG00000164946,FREM1,protein_coding,1.65165730978959,0
IN-SV2C,ENSG00000166006,KCNC2,protein_coding,2.1780813002644,0
IN-SV2C,ENSG00000168843,FSTL5,protein_coding,2.72687741063656,0
IN-SV2C,ENSG00000169282,KCNAB1,protein_coding,2.16485708643175,0
IN-SV2C,ENSG00000171094,ALK,protein_coding,2.37154755347109,0
IN-SV2C,ENSG00000171189,GRIK1,protein_coding,3.17869330492033,0
IN-SV2C,ENSG00000173482,PTPRM,protein_coding,2.22184197427402,0
IN-SV2C,ENSG00000178568,ERBB4,protein_coding,3.0101542897371,0
IN-SV2C,ENSG00000182050,MGAT4C,protein_coding,2.20354251814138,0
IN-SV2C,ENSG00000183454,GRIN2A,protein_coding,1.98722995611478,0
IN-SV2C,ENSG00000183580,FBXL7,protein_coding,2.45724311906368,0
IN-SV2C,ENSG00000185053,SGCZ,protein_coding,3.25820081338689,0
IN-SV2C,ENSG00000185736,ADARB2,protein_coding,4.40598231963795,0
IN-SV2C,ENSG00000186314,PRELID2,protein_coding,2.45043596288007,0
IN-SV2C,ENSG00000187957,DNER,protein_coding,2.61559360385392,0
IN-SV2C,ENSG00000189337,KAZN,protein_coding,1.91690235344624,0
IN-SV2C,ENSG00000196090,PTPRT,protein_coding,2.74116895411275,0
IN-SV2C,ENSG00000198597,ZNF536,protein_coding,2.39355155570442,0
IN-SV2C,ENSG00000198785,GRIN3A,protein_coding,1.81357571030025,0
IN-SV2C,ENSG00000231764,DLX6-AS1,antisense,2.27785628373467,0
IN-SV2C,ENSG00000242808,SOX2-OT,sense_overlapping,2.51295923932534,0
IN-SV2C,ENSG00000244694,PTCHD4,protein_coding,2.94093941047983,0
IN-SV2C,ENSG00000256248,RP11-123O10.4,lincRNA,3.2911329180234,0
IN-SV2C,ENSG00000125869,LAMP5,protein_coding,1.20822289690568,0
IN-SV2C,ENSG00000124191,TOX2,protein_coding,1.27575125775188,0
IN-SV2C,ENSG00000152578,GRIA4,protein_coding,2.04324548633205,0
IN-SV2C,ENSG00000132938,MTUS2,protein_coding,1.85540053985399,2.75362890211995E-306
IN-SV2C,ENSG00000137766,UNC13C,protein_coding,2.01941388871634,8.60105662706262E-304
IN-SV2C,ENSG00000147862,NFIB,protein_coding,1.90296911591822,4.92764840270447E-303
IN-SV2C,ENSG00000057294,PKP2,protein_coding,1.15681632580935,1.90189401485951E-299
IN-SV2C,ENSG00000154127,UBASH3B,protein_coding,1.47582838505514,2.627673596911E-299
IN-SV2C,ENSG00000152910,CNTNAP4,protein_coding,1.94631744118044,3.32320944091213E-299
IN-SV2C,ENSG00000164512,ANKRD55,protein_coding,1.24416855434752,2.09370223956349E-298
IN-SV2C,ENSG00000182132,KCNIP1,protein_coding,1.64325964667143,5.50194489023889E-292
IN-SV2C,ENSG00000170962,PDGFD,protein_coding,1.3819057626773,1.66956311153086E-289
IN-SV2C,ENSG00000152932,RAB3C,protein_coding,1.84677743260284,8.40803959677575E-289
IN-SV2C,ENSG00000172264,MACROD2,protein_coding,1.35758760086058,6.06840201008929E-288
IN-SV2C,ENSG00000182287,AP1S2,protein_coding,1.40833976008663,3.48833685663199E-284
IN-SV2C,ENSG00000250842,CTC-806A22.1,lincRNA,1.05733103156777,8.64453719166042E-284
IN-SV2C,ENSG00000153820,SPHKAP,protein_coding,1.67864707350381,2.10570772699042E-279
IN-SV2C,ENSG00000107242,PIP5K1B,protein_coding,1.66896532151884,2.0823193174145E-276
IN-SV2C,ENSG00000135905,DOCK10,protein_coding,1.8191592161259,1.72610804636495E-274
IN-SV2C,ENSG00000118515,SGK1,protein_coding,1.75557946952582,7.24450248866257E-271
IN-SV2C,ENSG00000144460,NYAP2,protein_coding,1.68351871406153,3.88451022066296E-266
IN-SV2C,ENSG00000164418,GRIK2,protein_coding,1.48115754315908,2.74969704689105E-264
IN-SV2C,ENSG00000175352,NRIP3,protein_coding,1.30870559360176,1.19702198388724E-256
IN-SV2C,ENSG00000151789,ZNF385D,protein_coding,2.18883947972519,1.00533617485656E-249
IN-SV2C,ENSG00000188042,ARL4C,protein_coding,1.40550889220708,1.57756091826267E-240
IN-SV2C,ENSG00000188730,VWC2,protein_coding,1.37412670215698,3.45975480300426E-236
IN-SV2C,ENSG00000077044,DGKD,protein_coding,1.2460590853905,2.59886505617273E-234
IN-SV2C,ENSG00000017427,IGF1,protein_coding,1.03666482457169,5.67600166243407E-232
IN-SV2C,ENSG00000145824,CXCL14,protein_coding,1.37548285484502,7.71319379270159E-225
IN-SV2C,ENSG00000169306,IL1RAPL1,protein_coding,1.26331642630228,2.09131171312149E-222
IN-SV2C,ENSG00000156687,UNC5D,protein_coding,2.04995998031509,5.06550818973248E-213
IN-SV2C,ENSG00000149972,CNTN5,protein_coding,2.11684452571768,9.97690378365523E-211
IN-SV2C,ENSG00000232287,SLC6A1-AS1,antisense,1.28418989515383,3.03345512884819E-210
IN-SV2C,ENSG00000170873,MTSS1,protein_coding,1.40221229727561,6.10387410513808E-210
IN-SV2C,ENSG00000132932,ATP8A2,protein_coding,1.24702119605935,1.08665511820789E-206
IN-SV2C,ENSG00000151952,TMEM132D,protein_coding,1.60294785428506,1.07363066076265E-205
IN-SV2C,ENSG00000100077,ADRBK2,protein_coding,1.46518401842978,4.29288033307372E-188
IN-SV2C,ENSG00000168959,GRM5,protein_coding,1.08468907728477,6.33028096948139E-178
IN-SV2C,ENSG00000089169,RPH3A,protein_coding,1.42302772641903,1.04236122826909E-173
IN-SV2C,ENSG00000153956,CACNA2D1,protein_coding,1.61203101212087,9.30140906035265E-173
IN-SV2C,ENSG00000169122,FAM110B,protein_coding,1.21578525658105,3.03405170303364E-167
IN-SV2C,ENSG00000175471,MCTP1,protein_coding,1.47014647193874,8.74312331118067E-166
IN-SV2C,ENSG00000182197,EXT1,protein_coding,1.30746774307536,1.33108765609025E-165
IN-SV2C,ENSG00000228214,LINC00693,antisense,1.08440342499333,2.47770795326625E-164
IN-SV2C,ENSG00000162631,NTNG1,protein_coding,1.4314979811262,4.77115913953704E-161
IN-SV2C,ENSG00000173406,DAB1,protein_coding,1.24727436615254,1.44733693195145E-158
IN-SV2C,ENSG00000058091,CDK14,protein_coding,1.13654689995877,1.01604332227968E-149
IN-SV2C,ENSG00000165061,ZMAT4,protein_coding,1.40539679692903,3.7762076129672E-148
IN-SV2C,ENSG00000206120,EGFEM1P,unitary_pseudogene,1.27286208564508,2.10855576451177E-141
IN-SV2C,ENSG00000145864,GABRB2,protein_coding,1.13215240634973,2.98508333468134E-141
IN-SV2C,ENSG00000144847,IGSF11,protein_coding,1.19148523218603,3.84655917101345E-138
IN-SV2C,ENSG00000196782,MAML3,protein_coding,1.04372878892536,5.54131289140536E-138
IN-SV2C,ENSG00000189056,RELN,protein_coding,1.53344673959506,1.16133461035897E-127
IN-SV2C,ENSG00000165084,C8orf34,protein_coding,1.38034875263782,1.17906072114451E-126
IN-SV2C,ENSG00000187398,LUZP2,protein_coding,1.34762909738354,7.73144763303938E-123
IN-SV2C,ENSG00000174482,LINGO2,protein_coding,1.14983809307982,1.31568271493258E-117
IN-SV2C,ENSG00000152377,SPOCK1,protein_coding,1.12780489429184,1.38023252274564E-113
IN-SV2C,ENSG00000144285,SCN1A,protein_coding,1.08107628996942,6.37481661747492E-110
IN-SV2C,ENSG00000136754,ABI1,protein_coding,1.02665277852722,5.79731966894898E-106
IN-SV2C,ENSG00000044524,EPHA3,protein_coding,1.01727850859004,9.31500165324197E-104
IN-SV2C,ENSG00000198846,TOX,protein_coding,1.13794531194024,4.17257351786062E-102
IN-SV2C,ENSG00000182168,UNC5C,protein_coding,1.15432778611588,6.92678845087316E-101
IN-SV2C,ENSG00000156299,TIAM1,protein_coding,1.10853644275791,1.33049795666007E-100
IN-SV2C,ENSG00000177103,DSCAML1,protein_coding,1.02248182099777,4.57183311915119E-99
IN-SV2C,ENSG00000183775,KCTD16,protein_coding,1.0750065571936,1.23635054450769E-98
IN-SV2C,ENSG00000067715,SYT1,protein_coding,1.02198508722382,2.25479229342019E-95
IN-SV2C,ENSG00000109452,INPP4B,protein_coding,1.29923423415875,5.69106590722126E-95
IN-SV2C,ENSG00000136267,DGKB,protein_coding,1.08312075262119,9.77741390849332E-95
IN-SV2C,ENSG00000157168,NRG1,protein_coding,1.53811369798168,3.52370617634491E-90
IN-SV2C,ENSG00000153823,PID1,protein_coding,1.00576883510455,4.92167721305692E-89
IN-SV2C,ENSG00000166342,NETO1,protein_coding,1.0194449227143,3.27111551450217E-82
IN-SV2C,ENSG00000137872,SEMA6D,protein_coding,1.05146597715851,8.44445763872325E-80
IN-SV2C,ENSG00000138759,FRAS1,protein_coding,1.06240781051352,4.27623219047353E-78
IN-SV2C,ENSG00000149571,KIRREL3,protein_coding,1.07912740560248,2.02851233745662E-74
IN-SV2C,ENSG00000228222,AC074363.1,lincRNA,1.00356217939393,1.28622337312107E-73
AST-PP,ENSG00000018625,ATP1A2,protein_coding,2.30602608356076,0
AST-PP,ENSG00000046889,PREX2,protein_coding,2.39121375456231,0
AST-PP,ENSG00000066032,CTNNA2,protein_coding,2.16266342877849,0
AST-PP,ENSG00000069667,RORA,protein_coding,2.57757455340657,0
AST-PP,ENSG00000079215,SLC1A3,protein_coding,4.29055224955782,0
AST-PP,ENSG00000079691,LRRC16A,protein_coding,2.2875438533381,0
AST-PP,ENSG00000080493,SLC4A4,protein_coding,3.03449849069165,0
AST-PP,ENSG00000080573,COL5A3,protein_coding,2.60587515835922,0
AST-PP,ENSG00000107249,GLIS3,protein_coding,2.09444970048996,0
AST-PP,ENSG00000110436,SLC1A2,protein_coding,4.8727714898573,0
AST-PP,ENSG00000116117,PARD3B,protein_coding,2.08633762294575,0
AST-PP,ENSG00000127603,MACF1,protein_coding,1.79524115496623,0
AST-PP,ENSG00000134769,DTNA,protein_coding,2.58497836684562,0
AST-PP,ENSG00000135540,NHSL1,protein_coding,2.05392594161237,0
AST-PP,ENSG00000135821,GLUL,protein_coding,2.48073255278807,0
AST-PP,ENSG00000138696,BMPR1B,protein_coding,1.95595332968947,0
AST-PP,ENSG00000139155,SLCO1C1,protein_coding,1.81200941375864,0
AST-PP,ENSG00000144040,SFXN5,protein_coding,2.3876137449769,0
AST-PP,ENSG00000150625,GPM6A,protein_coding,2.18817582146945,0
AST-PP,ENSG00000151322,NPAS3,protein_coding,2.77733441851378,0
AST-PP,ENSG00000152661,GJA1,protein_coding,1.89637083769419,0
AST-PP,ENSG00000153944,MSI2,protein_coding,2.44935851086652,0
AST-PP,ENSG00000154217,PITPNC1,protein_coding,2.84026509310528,0
AST-PP,ENSG00000154310,TNIK,protein_coding,2.37529582559934,0
AST-PP,ENSG00000164199,ADGRV1,protein_coding,3.83411448601198,0
AST-PP,ENSG00000165995,CACNB2,protein_coding,2.57816867647464,0
AST-PP,ENSG00000169862,CTNND2,protein_coding,1.38412250247391,0
AST-PP,ENSG00000171885,AQP4,protein_coding,1.96754182403255,0
AST-PP,ENSG00000172987,HPSE2,protein_coding,2.85698795462807,0
AST-PP,ENSG00000179399,GPC5,protein_coding,4.65153110492527,0
AST-PP,ENSG00000179915,NRXN1,protein_coding,1.58396115466737,0
AST-PP,ENSG00000182667,NTM,protein_coding,2.22500524231675,0
AST-PP,ENSG00000182985,CADM1,protein_coding,2.29016007847797,0
AST-PP,ENSG00000185532,PRKG1,protein_coding,2.3240717679844,0
AST-PP,ENSG00000185565,LSAMP,protein_coding,1.89117346540003,0
AST-PP,ENSG00000185942,NKAIN3,protein_coding,2.82763010305813,0
AST-PP,ENSG00000197360,ZNF98,protein_coding,2.37052368897261,0
AST-PP,ENSG00000198838,RYR3,protein_coding,2.49993085907974,0
AST-PP,ENSG00000215386,MIR99AHG,lincRNA,1.99880705279234,0
AST-PP,ENSG00000234377,RNF219-AS1,antisense,3.37883974493009,0
AST-PP,ENSG00000239268,RP11-384F7.2,lincRNA,2.06071647620158,0
AST-PP,ENSG00000245532,NEAT1,lincRNA,2.47686288891273,0
AST-PP,ENSG00000183580,FBXL7,protein_coding,2.30453185668272,0
AST-PP,ENSG00000151012,SLC7A11,protein_coding,1.73184079745025,0
AST-PP,ENSG00000164188,RANBP3L,protein_coding,1.70002381177887,0
AST-PP,ENSG00000138639,ARHGAP24,protein_coding,1.89831677776038,0
AST-PP,ENSG00000163288,GABRB1,protein_coding,2.04236401329,3.19524369223346E-306
AST-PP,ENSG00000181722,ZBTB20,protein_coding,2.17450798928987,1.98530922081096E-292
AST-PP,ENSG00000125462,C1orf61,protein_coding,2.04572507336299,6.67693103674929E-289
AST-PP,ENSG00000068078,FGFR3,protein_coding,1.56228433278558,5.09328764372028E-288
AST-PP,ENSG00000111783,RFX4,protein_coding,1.82588278177867,9.81361353547404E-286
AST-PP,ENSG00000158467,AHCYL2,protein_coding,2.00557673208797,1.02100793082011E-282
AST-PP,ENSG00000120885,CLU,protein_coding,2.26715342099136,5.81055095205937E-279
AST-PP,ENSG00000165795,NDRG2,protein_coding,1.81025048911949,6.25005288919972E-279
AST-PP,ENSG00000271860,RP11-436D23.1,lincRNA,2.20665271531253,2.18632626589857E-278
AST-PP,ENSG00000162599,NFIA,protein_coding,2.0311244080578,1.17604548199477E-276
AST-PP,ENSG00000185737,NRG3,protein_coding,1.30765747775663,1.6280775056296E-275
AST-PP,ENSG00000236790,LINC00299,lincRNA,1.63277968136534,6.43752577790471E-275
AST-PP,ENSG00000117525,F3,protein_coding,1.46672333598772,5.63473425208754E-264
AST-PP,ENSG00000179796,LRRC3B,protein_coding,1.73806933096053,2.43368687455693E-255
AST-PP,ENSG00000106278,PTPRZ1,protein_coding,1.66896793726248,2.99539770351001E-253
AST-PP,ENSG00000106571,GLI3,protein_coding,1.39073830757608,6.24709402840211E-252
AST-PP,ENSG00000164089,ETNPPL,protein_coding,1.27220193768348,5.07846766791894E-250
AST-PP,ENSG00000104447,TRPS1,protein_coding,1.87796910339946,7.03998135957273E-249
AST-PP,ENSG00000101439,CST3,protein_coding,1.89769213735311,4.11980560451871E-246
AST-PP,ENSG00000129244,ATP1B2,protein_coding,1.658994301873,7.31145120406024E-245
AST-PP,ENSG00000140022,STON2,protein_coding,1.36503258667712,2.981497710138E-243
AST-PP,ENSG00000149090,PAMR1,protein_coding,1.56671944057469,1.0836238207957E-242
AST-PP,ENSG00000148498,PARD3,protein_coding,1.79719558588387,1.46353545710344E-242
AST-PP,ENSG00000155816,FMN2,protein_coding,1.70819562336366,4.16464820934407E-241
AST-PP,ENSG00000138771,SHROOM3,protein_coding,1.72583834358903,9.21835285353225E-240
AST-PP,ENSG00000162407,PLPP3,protein_coding,1.56211695653164,1.53997461884027E-237
AST-PP,ENSG00000158966,CACHD1,protein_coding,1.55808681092913,1.82395435862783E-237
AST-PP,ENSG00000134508,CABLES1,protein_coding,1.73107400807543,4.76665337519162E-237
AST-PP,ENSG00000103740,ACSBG1,protein_coding,1.33527254134257,7.47713178343066E-237
AST-PP,ENSG00000099204,ABLIM1,protein_coding,1.81879723682189,2.69542645848628E-236
AST-PP,ENSG00000078114,NEBL,protein_coding,1.78852462570753,5.71235777253406E-236
AST-PP,ENSG00000198822,GRM3,protein_coding,1.95193853397574,1.55508985241279E-235
AST-PP,ENSG00000228222,AC074363.1,lincRNA,1.8927293209366,2.87723709028737E-232
AST-PP,ENSG00000111907,TPD52L1,protein_coding,1.4723706718033,9.97557549101334E-232
AST-PP,ENSG00000101542,CDH20,protein_coding,1.97084314549116,1.2734985980521E-231
AST-PP,ENSG00000095637,SORBS1,protein_coding,1.79228160367059,6.10966432159254E-231
AST-PP,ENSG00000198963,RORB,protein_coding,1.68552905757116,6.34989858095346E-230
AST-PP,ENSG00000124440,HIF3A,protein_coding,1.43962582661551,6.57529530668775E-229
AST-PP,ENSG00000154930,ACSS1,protein_coding,1.31409404187737,6.8705407645227E-229
AST-PP,ENSG00000125148,MT2A,protein_coding,1.64111014540955,1.0795901916648E-227
AST-PP,ENSG00000134138,MEIS2,protein_coding,1.76397739925233,5.79887024290332E-227
AST-PP,ENSG00000008394,MGST1,protein_coding,1.58919090269035,6.8139446671109E-227
AST-PP,ENSG00000105894,PTN,protein_coding,1.75576865858641,1.90787799829157E-226
AST-PP,ENSG00000135744,AGT,protein_coding,1.21956775803711,7.20944591329419E-226
AST-PP,ENSG00000236197,AC002429.5,antisense,1.43426810969518,8.4537983164136E-224
AST-PP,ENSG00000134532,SOX5,protein_coding,1.78631497773018,5.42396914017123E-219
AST-PP,ENSG00000107317,PTGDS,protein_coding,1.96714077809,3.57524654165301E-218
AST-PP,ENSG00000165092,ALDH1A1,protein_coding,1.38180936553243,2.99654321274635E-216
AST-PP,ENSG00000123104,ITPR2,protein_coding,1.70627209855355,4.05981566348842E-214
AST-PP,ENSG00000182902,SLC25A18,protein_coding,1.28563195606059,4.55994017594637E-214
AST-PP,ENSG00000152583,SPARCL1,protein_coding,1.90363442871618,1.37283910228901E-212
AST-PP,ENSG00000147509,RGS20,protein_coding,1.3645465660697,4.38992607174397E-212
AST-PP,ENSG00000262655,SPON1,protein_coding,1.41875733303786,1.00410910663371E-210
AST-PP,ENSG00000255864,RP11-444D3.1,lincRNA,1.69359527786717,3.25680208699858E-208
AST-PP,ENSG00000130203,APOE,protein_coding,1.98819673843142,2.78714817038603E-207
AST-PP,ENSG00000156049,GNA14,protein_coding,1.36343304409935,1.29101914156153E-206
AST-PP,ENSG00000274441,CTD-2282P23.2,antisense,1.05604695160314,7.58015245937116E-200
AST-PP,ENSG00000134982,APC,protein_coding,1.63120795637689,3.61896081437374E-198
AST-PP,ENSG00000127249,ATP13A4,protein_coding,1.22841062571524,1.2373061754823E-197
AST-PP,ENSG00000109472,CPE,protein_coding,1.68425963357334,4.39863694460152E-197
AST-PP,ENSG00000105854,PON2,protein_coding,1.26371141867193,1.97141603215899E-195
AST-PP,ENSG00000148053,NTRK2,protein_coding,1.26749103936616,1.38080617278115E-194
AST-PP,ENSG00000156076,WIF1,protein_coding,1.25684022531023,4.25387318430269E-193
AST-PP,ENSG00000136297,MMD2,protein_coding,1.48613036185714,3.01009316257004E-191
AST-PP,ENSG00000155324,GRAMD3,protein_coding,1.38832750904832,3.0984386365592E-191
AST-PP,ENSG00000114790,ARHGEF26,protein_coding,1.10779862684943,2.06813447329662E-187
AST-PP,ENSG00000100033,PRODH,protein_coding,1.07584697890904,4.40280656789469E-186
AST-PP,ENSG00000111961,SASH1,protein_coding,1.53013237027378,7.80810643732771E-185
AST-PP,ENSG00000148672,GLUD1,protein_coding,1.46507242071887,2.38525680008944E-183
AST-PP,ENSG00000148737,TCF7L2,protein_coding,1.41350411202108,2.56690483579539E-181
AST-PP,ENSG00000079482,OPHN1,protein_coding,1.57127350189825,3.06358481019633E-178
AST-PP,ENSG00000170624,SGCD,protein_coding,1.70904242115716,1.48854216762411E-177
AST-PP,ENSG00000178568,ERBB4,protein_coding,1.69990545988648,3.82091301739915E-177
AST-PP,ENSG00000087250,MT3,protein_coding,1.61420544700806,1.82932509033288E-176
AST-PP,ENSG00000251372,LINC00499,lincRNA,1.08836696581765,1.31750289886053E-173
AST-PP,ENSG00000162390,ACOT11,protein_coding,1.24250546056672,1.47456955804974E-173
AST-PP,ENSG00000151834,GABRA2,protein_coding,1.5570684545201,1.52737394443414E-170
AST-PP,ENSG00000183579,ZNRF3,protein_coding,1.1655379759941,2.8659698862325E-170
AST-PP,ENSG00000130287,NCAN,protein_coding,1.40496147042849,2.78650948727997E-164
AST-PP,ENSG00000144642,RBMS3,protein_coding,1.33959238880471,1.97873421529902E-158
AST-PP,ENSG00000251562,MALAT1,lincRNA,1.15117629471428,8.89319790011486E-158
AST-PP,ENSG00000144749,LRIG1,protein_coding,1.13926380848509,4.82609523006851E-157
AST-PP,ENSG00000172461,FUT9,protein_coding,1.48483314057585,4.85439889872085E-157
AST-PP,ENSG00000134215,VAV3,protein_coding,1.08615710974051,1.18537232012261E-156
AST-PP,ENSG00000243069,ARHGEF26-AS1,processed_transcript,1.02282366254781,2.11349366729844E-155
AST-PP,ENSG00000186153,WWOX,protein_coding,1.47908066599246,4.04847581603493E-155
AST-PP,ENSG00000182050,MGAT4C,protein_coding,1.53044858086454,1.77659909731612E-152
AST-PP,ENSG00000154928,EPHB1,protein_coding,1.31773668696061,3.23019407962549E-152
AST-PP,ENSG00000153208,MERTK,protein_coding,1.01868022560448,4.05636215082398E-152
AST-PP,ENSG00000182175,RGMA,protein_coding,1.10648730317927,7.48795849019673E-152
AST-PP,ENSG00000010810,FYN,protein_coding,1.40403348123644,4.63395714209401E-151
AST-PP,ENSG00000109339,MAPK10,protein_coding,1.10760008039859,2.87725236336044E-147
AST-PP,ENSG00000113594,LIFR,protein_coding,1.25314050062308,3.58734351092751E-146
AST-PP,ENSG00000168710,AHCYL1,protein_coding,1.28649924958243,7.51095844010817E-145
AST-PP,ENSG00000184384,MAML2,protein_coding,1.38971268557888,3.71250931261114E-143
AST-PP,ENSG00000197442,MAP3K5,protein_coding,1.41223862187503,1.32756827064342E-142
AST-PP,ENSG00000111879,FAM184A,protein_coding,1.26224649771422,5.32929506576521E-142
AST-PP,ENSG00000153904,DDAH1,protein_coding,1.34787253508312,1.25892519288551E-141
AST-PP,ENSG00000147408,CSGALNACT1,protein_coding,1.38431935176767,1.62984803394366E-141
AST-PP,ENSG00000178075,GRAMD1C,protein_coding,1.09223657046565,1.89430928195419E-141
AST-PP,ENSG00000091656,ZFHX4,protein_coding,1.07215438255993,5.70405036988451E-141
AST-PP,ENSG00000164741,DLC1,protein_coding,1.43616744742944,2.63319699476389E-140
AST-PP,ENSG00000116641,DOCK7,protein_coding,1.32404443840446,4.24045659963401E-140
AST-PP,ENSG00000128536,CDHR3,protein_coding,1.1768832191871,2.50081236469686E-139
AST-PP,ENSG00000111666,CHPT1,protein_coding,1.32795378791533,1.10574742054781E-138
AST-PP,ENSG00000134569,LRP4,protein_coding,1.35105137265776,1.08798056719468E-135
AST-PP,ENSG00000174306,ZHX3,protein_coding,1.28803476473517,9.16496247524939E-135
AST-PP,ENSG00000150907,FOXO1,protein_coding,1.02440076174583,2.17072558653904E-134
AST-PP,ENSG00000167614,TTYH1,protein_coding,1.2334390034226,1.72215579525394E-133
AST-PP,ENSG00000141639,MAPK4,protein_coding,1.23042883452595,5.36882743059096E-133
AST-PP,ENSG00000069020,MAST4,protein_coding,1.35904357344722,2.64922043542661E-132
AST-PP,ENSG00000166839,ANKDD1A,protein_coding,1.00109834259874,2.20151581782237E-131
AST-PP,ENSG00000134376,CRB1,protein_coding,1.18459045785756,2.47203844663229E-131
AST-PP,ENSG00000198363,ASPH,protein_coding,1.28205613033775,9.74002276995372E-131
AST-PP,ENSG00000111860,CEP85L,protein_coding,1.3041841317504,1.12890330375284E-130
AST-PP,ENSG00000205213,LGR4,protein_coding,1.07314732592596,2.09494442741822E-130
AST-PP,ENSG00000099139,PCSK5,protein_coding,1.13445359794523,3.97482009016232E-130
AST-PP,ENSG00000171408,PDE7B,protein_coding,1.3123971381387,5.11253692400006E-130
AST-PP,ENSG00000148660,CAMK2G,protein_coding,1.29416553766665,3.0462142607054E-128
AST-PP,ENSG00000128512,DOCK4,protein_coding,1.30322084112147,4.57692214799724E-126
AST-PP,ENSG00000170390,DCLK2,protein_coding,1.35832617904271,2.04967742000377E-125
AST-PP,ENSG00000245526,LINC00461,lincRNA,1.33173838548396,3.55522926312859E-124
AST-PP,ENSG00000134533,RERG,protein_coding,1.08486947233853,4.63563874948762E-124
AST-PP,ENSG00000186815,TPCN1,protein_coding,1.01788248680897,9.75092104347131E-124
AST-PP,ENSG00000148700,ADD3,protein_coding,1.21454719458517,5.63176758714114E-120
AST-PP,ENSG00000164398,ACSL6,protein_coding,1.17237947997569,1.43337527641578E-119
AST-PP,ENSG00000227036,LINC00511,lincRNA,1.15024927082875,2.94332690241415E-118
AST-PP,ENSG00000066468,FGFR2,protein_coding,1.02252589943779,3.37616951888295E-117
AST-PP,ENSG00000138756,BMP2K,protein_coding,1.09923409291143,2.00930907308542E-116
AST-PP,ENSG00000154229,PRKCA,protein_coding,1.27517309007433,6.03729976523747E-116
AST-PP,ENSG00000083067,TRPM3,protein_coding,1.39253606209156,1.11872312195665E-113
AST-PP,ENSG00000135919,SERPINE2,protein_coding,1.14269507911322,3.66478382701364E-113
AST-PP,ENSG00000164066,INTU,protein_coding,1.0542674698626,2.31095821167681E-110
AST-PP,ENSG00000144893,MED12L,protein_coding,1.26637795394982,2.78338306795612E-109
AST-PP,ENSG00000128585,MKLN1,protein_coding,1.16395038900554,1.10711860350922E-108
AST-PP,ENSG00000171791,BCL2,protein_coding,1.06479770637995,4.19702511541102E-108
AST-PP,ENSG00000058866,DGKG,protein_coding,1.16212277800152,9.51609343135295E-107
AST-PP,ENSG00000078295,ADCY2,protein_coding,1.2246557161369,1.91951188351585E-106
AST-PP,ENSG00000121440,PDZRN3,protein_coding,1.2323923634962,3.83088559069086E-106
AST-PP,ENSG00000112531,QKI,protein_coding,1.04522200476055,2.23443705361493E-105
AST-PP,ENSG00000107104,KANK1,protein_coding,1.02133254118889,3.0253986055203E-104
AST-PP,ENSG00000105088,OLFM2,protein_coding,1.09922084183638,2.00477674340801E-101
AST-PP,ENSG00000118997,DNAH7,protein_coding,1.00003006462278,1.13990331366314E-98
AST-PP,ENSG00000204929,AC074391.1,lincRNA,1.01082200333891,2.1019870880563E-95
AST-PP,ENSG00000100852,ARHGAP5,protein_coding,1.07500642387598,3.25088694817892E-92
AST-PP,ENSG00000184304,PRKD1,protein_coding,1.07467064690136,1.23256447524175E-89
AST-PP,ENSG00000133195,SLC39A11,protein_coding,1.05963923543829,2.91645735440778E-89
AST-PP,ENSG00000247828,TMEM161B-AS1,antisense,1.09938478005709,6.19427168310125E-87
AST-PP,ENSG00000187239,FNBP1,protein_coding,1.02483923284009,7.44634682262524E-86
AST-PP,ENSG00000147862,NFIB,protein_coding,1.07077519363685,7.06552978530488E-85
AST-PP,ENSG00000196482,ESRRG,protein_coding,1.12058641805633,1.83899994402208E-84
AST-PP,ENSG00000145012,LPP,protein_coding,1.03832515749076,2.68324813590299E-84
AST-PP,ENSG00000233067,PTCHD1-AS,lincRNA,1.05090451220078,1.35917332051389E-79
AST-PP,ENSG00000205726,ITSN1,protein_coding,1.02038119821851,2.56611300051752E-79
AST-PP,ENSG00000184349,EFNA5,protein_coding,1.0388216290541,1.80365268990673E-75
AST-PP,ENSG00000196914,ARHGEF12,protein_coding,1.00556584475589,3.24018706235403E-72
AST-FB,ENSG00000110436,SLC1A2,protein_coding,3.55261290930754,0
AST-FB,ENSG00000164199,ADGRV1,protein_coding,3.17898373720741,0
AST-FB,ENSG00000179399,GPC5,protein_coding,3.20610014830576,0
AST-FB,ENSG00000066032,CTNNA2,protein_coding,2.01298744388242,1.89995904957267E-294
AST-FB,ENSG00000079215,SLC1A3,protein_coding,2.62998547884778,4.82271412801834E-257
AST-FB,ENSG00000134769,DTNA,protein_coding,2.15244930253551,9.63887351729306E-249
AST-FB,ENSG00000185565,LSAMP,protein_coding,1.33178600546207,2.47901790685918E-245
