"IlmnID"	"CETS.seqnames"	"CETS.start"	"CETS.end"	"CETS.strand"	"neuron"	"glia"	"region_type"	"symbol"	"CpG_Gene_Region"	"Endothelial_Genes"	"GabaPV_Genes"	"GabaRelnCalb_Genes"	"GabaVIPReln_Genes"	"Microglia_Genes"	"Microglia_activation_Genes"	"Microglia_deactivation_Genes"	"Oligo_Genes"	"OligoPrecursors_Genes"	"Pyramidal_Genes"	"Astrocyte_Genes"
"cg17026838"	"chr10"	114250866	114250866	"+"	0.469248083218598	0.908430450443851	"Introns"	"VTI1A"	"cg17026838_VTI1A_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg00460795"	"chr2"	119998072	119998072	"+"	0.778843626735811	0.466932602707902	"Introns"	"STEAP3"	"cg00460795_STEAP3_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg21834001"	"chr3"	126755865	126755865	"+"	0.466753464044259	0.936998999513201	"Exons"	"PLXNA1"	"cg21834001_PLXNA1_Exons"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg05501617"	"chr4"	185339075	185339075	"-"	0.74132597325435	0.221316930117109	"Introns"	"IRF2"	"cg05501617_IRF2_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg11784578"	"chr4"	185361148	185361148	"-"	0.864178902010488	0.458461015845033	"Introns"	"IRF2"	"cg11784578_IRF2_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg15857470"	"chr7"	104945248	104945248	"-"	0.858744830415297	0.246672037455985	"Introns"	"SRPK2"	"cg15857470_SRPK2_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg16345114"	"chr5"	172306112	172306112	"+"	0.384753292090872	0.926421804446588	"Introns"	"ERGIC1"	"cg16345114_ERGIC1_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg21204530"	"chr5"	172306136	172306136	"+"	0.295033635717568	0.855498024064371	"Introns"	"ERGIC1"	"cg21204530_ERGIC1_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg25601889"	"chr12"	57630456	57630456	"-"	0.72150423639082	0.396231920560054	"Exons"	"NDUFA4L2"	"cg25601889_NDUFA4L2_Exons"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg18435674"	"chr17"	38821155	38821155	"-"	0.143925281073646	0.567704286951972	"Introns"	"KRT222"	"cg18435674_KRT222_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ch.2.1685112F"	"chr2"	74436960	74436960	"+"	0.623002064464335	0.159515560909117	"Introns"	"MTHFD2"	"ch.2.1685112F_MTHFD2_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg01649334"	"chr3"	101547296	101547296	"+"	0.877992707218096	0.417233472590859	"Introns"	"NFKBIZ"	"cg01649334_NFKBIZ_Introns"	NA	NA	NA	NA	NA	"Yes"	NA	NA	NA	NA	NA
"cg07444408"	"chr4"	141218466	141218466	"+"	0.28763623021346	0.665984589022923	"Introns"	"SCOC"	"cg07444408_SCOC_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg04476764"	"chr4"	122682720	122682720	"-"	0.284579637180008	0.776444432266506	"Exons"	"TMEM155"	"cg04476764_TMEM155_Exons"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg15177211"	"chr7"	75567469	75567469	"+"	0.541898662992412	0.100298936893332	"Introns"	"POR"	"cg15177211_POR_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg04179740"	"chr10"	73516760	73516760	"-"	0.840346735666677	0.188665420798088	"Introns"	"VSIR"	"cg04179740_VSIR_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg20654468"	"chr11"	58342997	58342997	"-"	0.786289470645537	0.139152847256961	"Introns"	"LPXN"	"cg20654468_LPXN_Introns"	NA	NA	NA	NA	NA	NA	"Yes"	NA	NA	NA	NA
"cg12974832"	"chr8"	121666457	121666457	"-"	0.296327603644546	0.912005746934385	"Introns"	"SNTB1"	"cg12974832_SNTB1_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg14200211"	"chr12"	32313007	32313007	"+"	0.347808674938473	0.842226563308057	"Introns"	"BICD1"	"cg14200211_BICD1_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg07253191"	"chr11"	34936862	34936862	"-"	0.161344778381091	0.431779933974015	"Introns"	"APIP"	"cg07253191_APIP_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg17544584"	"chr7"	43288771	43288771	"+"	0.396712411645854	0.783791437519302	"Introns"	"HECW1"	"cg17544584_HECW1_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg10185478"	"chr16"	15767006	15767006	"+"	0.787568668486825	0.182750045656464	"Introns"	"NDE1"	"cg10185478_NDE1_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg26373351"	"chr12"	12031304	12031304	"+"	0.509358014727373	0.887387192710546	"Introns"	"ETV6"	"cg26373351_ETV6_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg18763536"	"chr12"	11812062	11812062	"+"	0.722780524231015	0.164477504165987	"Introns"	"ETV6"	"cg18763536_ETV6_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg21478137"	"chr15"	51532386	51532386	"-"	0.812959868011483	0.489416123358924	"Introns"	"CYP19A1"	"cg21478137_CYP19A1_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg24391989"	"chr3"	32010656	32010656	"-"	0.844797818255976	0.467820028756439	"Introns"	"OSBPL10"	"cg24391989_OSBPL10_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg11084015"	"chr3"	31765946	31765946	"-"	0.518666709370357	0.893925214990781	"Introns"	"OSBPL10"	"cg11084015_OSBPL10_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg10760299"	"chr15"	45669010	45669010	"-"	0.767331013463924	0.0762888547324677	"Exons"	"GATM"	"cg10760299_GATM_Exons"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg11589723"	"chr19"	48205483	48205483	"+"	0.538588535113128	0.91689859468693	"Exons"	"BICRA"	"cg11589723_BICRA_Exons"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg20201128"	"chr11"	4716867	4716867	"-"	0.817951366601671	0.280968418512134	"Introns"	"OR51E2"	"cg20201128_OR51E2_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg15443020"	"chr2"	173743268	173743268	"+"	0.333810174288567	0.783677211746105	"Introns"	"RAPGEF4"	"cg15443020_RAPGEF4_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg24679890"	"chr19"	17246356	17246356	"+"	0.398765114554256	0.0654998541744373	"Introns"	"MYO9B"	"cg24679890_MYO9B_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg03982897"	"chr11"	1990108	1990108	"+"	0.795124071847511	0.475160364960067	"Introns"	"MRPL23"	"cg03982897_MRPL23_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg09038527"	"chr16"	1860756	1860756	"-"	0.543803672909409	0.829321912471394	"Introns"	"HAGH"	"cg09038527_HAGH_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg15972264"	"chr6"	11279680	11279680	"-"	0.506982299788906	0.973406494548254	"Introns"	"NEDD9"	"cg15972264_NEDD9_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg13222768"	"chr13"	99195819	99195819	"-"	0.768349352458912	0.395904935942961	"Introns"	"STK24"	"cg13222768_STK24_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg06784539"	"chr7"	138483046	138483046	"+"	0.696589188704119	0.392981901254884	"Introns"	"TMEM213"	"cg06784539_TMEM213_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg17005273"	"chr17"	74524238	74524238	"+"	0.410290656199198	0.777311369773123	"Introns"	"PRCD"	"cg17005273_PRCD_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg10610181"	"chr2"	168572517	168572517	"-"	0.527749475051898	0.828193168001774	"Exons"	"CTAGE14P"	"cg10610181_CTAGE14P_Exons"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg18670100"	"chr2"	99549050	99549050	"-"	0.459145810878943	0.843439491477344	"Introns"	"CRACDL"	"cg18670100_CRACDL_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg05545808"	"chr16"	81712102	81712102	"+"	0.551390945986156	0.850420078068308	"Exons"	"CMIP"	"cg05545808_CMIP_Exons"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg25811386"	"chr12"	49315068	49315068	"-"	0.519938179074085	0.898173191178935	"Introns"	"AC073610.2"	"cg25811386_AC073610.2_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg15697355"	"chr19"	6414982	6414982	"-"	0.639580934084738	0.941661167880085	"Introns"	"KHSRP"	"cg15697355_KHSRP_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg14950344"	"chr17"	44810162	44810162	"+"	0.729823106858291	0.283093624921785	"Introns"	"NSF"	"cg14950344_NSF_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg17194668"	"chr15"	85186517	85186517	"-"	0.490011650159617	0.875675658126191	"Exons"	"WDR73"	"cg17194668_WDR73_Exons"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg19217535"	"chr2"	65355927	65355927	"-"	0.507295766116484	0.234267643525279	"Introns"	"RAB1A"	"cg19217535_RAB1A_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg15763670"	"chr10"	73473235	73473235	"-"	0.66243021185356	0.10449312832074	"3UTR"	"C10orf105"	"cg15763670_C10orf105_3UTR"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg00236305"	"chr2"	1796076	1796076	"-"	0.391368781475893	0.901334267789611	"Introns"	"MYT1L"	"cg00236305_MYT1L_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg15804975"	"chr2"	1828438	1828438	"-"	0.308903408146936	0.871787921715214	"Introns"	"MYT1L"	"cg15804975_MYT1L_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg09022325"	"chr2"	1796228	1796228	"-"	0.50377156751295	0.909123263657503	"Exons"	"MYT1L"	"cg09022325_MYT1L_Exons"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg22200744"	"chr2"	2030359	2030359	"-"	0.34790228510829	0.842325451788144	"Introns"	"MYT1L"	"cg22200744_MYT1L_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg14880257"	"chr2"	1913531	1913531	"-"	0.473764293780944	0.912722242148793	"Introns"	"MYT1L"	"cg14880257_MYT1L_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg02179341"	"chr2"	2188203	2188203	"-"	0.204938695252465	0.896054918913172	"Introns"	"MYT1L"	"cg02179341_MYT1L_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg15274171"	"chr21"	35755964	35755964	"+"	0.382612798259717	0.888179302345309	"Introns"	"SMIM11A"	"cg15274171_SMIM11A_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg05511613"	"chr7"	5391469	5391469	"-"	0.402056994843313	0.919718904842994	"Exons"	"TNRC18"	"cg05511613_TNRC18_Exons"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg17199010"	"chr7"	5390781	5390781	"-"	0.623425828058468	0.898113021428832	"Introns"	"TNRC18"	"cg17199010_TNRC18_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg10211530"	"chr7"	5391111	5391111	"-"	0.502561244896538	0.884555428331746	"Introns"	"TNRC18"	"cg10211530_TNRC18_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg01847021"	"chr7"	4877595	4877595	"-"	0.677133222540411	0.38891578920543	"Introns"	"RADIL"	"cg01847021_RADIL_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg17507667"	"chr5"	6467423	6467423	"+"	0.117387951046097	0.428013819336389	"Introns"	"UBE2QL1"	"cg17507667_UBE2QL1_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg07484220"	"chr16"	136809	136809	"-"	0.376794923774533	0.901794570374291	"Exons"	"NPRL3"	"cg07484220_NPRL3_Exons"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg10474597"	"chr13"	51917676	51917676	"+"	0.836064029050214	0.366401024253917	"Introns"	"SERPINE3"	"cg10474597_SERPINE3_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg07596235"	"chr13"	51414275	51414275	"-"	0.583617982182217	0.930991322352852	"Introns"	"DLEU7"	"cg07596235_DLEU7_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg01146943"	"chr13"	51416749	51416749	"-"	0.264426897516486	0.706276858352933	"Introns"	"DLEU7"	"cg01146943_DLEU7_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg13205528"	"chr1"	2705849	2705849	"-"	0.436069500421429	0.124150345388642	"Introns"	"TTC34"	"cg13205528_TTC34_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg22900681"	"chr2"	25301413	25301413	"+"	0.261200040292148	0.805251395391245	"Introns"	"EFR3B"	"cg22900681_EFR3B_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg03035826"	"chr22"	40045846	40045846	"+"	0.467351162326642	0.768398560995159	"Exons"	"CACNA1I"	"cg03035826_CACNA1I_Exons"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg05117693"	"chr22"	40006573	40006573	"+"	0.447734308554101	0.706252123125709	"Introns"	"CACNA1I"	"cg05117693_CACNA1I_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg16469740"	"chr7"	19018055	19018055	"+"	0.298375422574657	0.764321711956434	"Introns"	"HDAC9"	"cg16469740_HDAC9_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg19123356"	"chr8"	130898833	130898833	"-"	0.361055025214798	0.598792584323709	"Introns"	"CYRIB"	"cg19123356_CYRIB_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg18445088"	"chr22"	40081812	40081812	"+"	0.506640801294034	0.134551703925249	"Exons"	"CACNA1I"	"cg18445088_CACNA1I_Exons"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg00058879"	"chr22"	40082173	40082173	"+"	0.493686842693727	0.140893384191949	"Exons"	"CACNA1I"	"cg00058879_CACNA1I_Exons"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg07753525"	"chr16"	79030857	79030857	"+"	0.254195511523907	0.950039402587957	"Introns"	"WWOX"	"cg07753525_WWOX_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg04350311"	"chr22"	37821982	37821982	"-"	0.139470877420373	0.337064221002647	"Introns"	"ELFN2"	"cg04350311_ELFN2_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg17469359"	"chr7"	39393612	39393612	"+"	0.849058833858724	0.385470754064896	"Introns"	"POU6F2"	"cg17469359_POU6F2_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg06873895"	"chr1"	110082688	110082688	"+"	0.344829418148036	0.725906833341222	"Introns"	"GPR61"	"cg06873895_GPR61_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg03048372"	"chr12"	124929991	124929991	"-"	0.406526030255897	0.93690560435318	"Introns"	"NCOR2"	"cg03048372_NCOR2_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg07835154"	"chr12"	124941315	124941315	"-"	0.592488856623235	0.835685209051753	"Introns"	"NCOR2"	"cg07835154_NCOR2_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg09942210"	"chr12"	124965227	124965227	"-"	0.359609616309444	0.0903868966476034	"Introns"	"NCOR2"	"cg09942210_NCOR2_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg27547841"	"chr12"	124911279	124911279	"-"	0.547366324439447	0.942764263795495	"Exons"	"NCOR2"	"cg27547841_NCOR2_Exons"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ch.6.2949012F"	"chr6"	152044517	152044517	"+"	0.666939557361597	0.117354959774911	"Introns"	"ESR1"	"ch.6.2949012F_ESR1_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg15221739"	"chr5"	90236557	90236557	"+"	0.81124906280046	0.191307013376496	"Introns"	"ADGRV1"	"cg15221739_ADGRV1_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg05033239"	"chr5"	90458832	90458832	"+"	0.794749160977046	0.180686995025017	"Introns"	"ADGRV1"	"cg05033239_ADGRV1_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg07004999"	"chr7"	155283140	155283140	"-"	0.69875254838422	0.243037894591549	"Introns"	"CNPY1"	"cg07004999_CNPY1_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg04914894"	"chr7"	155283738	155283738	"-"	0.710545610170596	0.195888404338344	"Introns"	"CNPY1"	"cg04914894_CNPY1_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg18643383"	"chr2"	69864882	69864882	"-"	0.461655361387151	0.915568269883227	"Introns"	"AAK1"	"cg18643383_AAK1_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg08118034"	"chr22"	29706595	29706595	"+"	0.543350170037608	0.880771271167029	"Introns"	"GAS2L1"	"cg08118034_GAS2L1_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg05034124"	"chr1"	245494302	245494302	"+"	0.412835256353918	0.813338485839499	"Introns"	"KIF26B"	"cg05034124_KIF26B_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg11066496"	"chr1"	245494564	245494564	"+"	0.519877158992679	0.905256699540405	"Introns"	"KIF26B"	"cg11066496_KIF26B_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg02492835"	"chr1"	245508613	245508613	"+"	0.407363620458221	0.918143358197177	"Introns"	"KIF26B"	"cg02492835_KIF26B_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg14808040"	"chr12"	124418532	124418532	"+"	0.659184818088095	0.262147146563841	"Introns"	"DNAH10"	"cg14808040_DNAH10_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg11196544"	"chr12"	124364298	124364298	"+"	0.462969811698703	0.896972760505571	"Exons"	"DNAH10"	"cg11196544_DNAH10_Exons"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg10769201"	"chr2"	98794267	98794267	"+"	0.842538019845114	0.388407670919816	"Introns"	"VWA3B"	"cg10769201_VWA3B_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg08082763"	"chr16"	11073063	11073063	"+"	0.778262212079876	0.283464144497187	"Introns"	"CLEC16A"	"cg08082763_CLEC16A_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg00235442"	"chr7"	157408294	157408294	"+"	0.351546397540598	0.808053740496857	"Exons"	"AC005481.1"	"cg00235442_AC005481.1_Exons"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg09365094"	"chr7"	157408409	157408409	"+"	0.335060181775783	0.811766422951535	"Exons"	"AC005481.1"	"cg09365094_AC005481.1_Exons"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg19853703"	"chr22"	36044792	36044792	"+"	0.724535669926537	0.162928933092019	"Introns"	"APOL6"	"cg19853703_APOL6_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg12958778"	"chr4"	6912474	6912474	"+"	0.633609091413903	0.289359562217015	"Introns"	"TBC1D14"	"cg12958778_TBC1D14_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg12997404"	"chr11"	118977474	118977474	"-"	0.147846113917194	0.485318542919443	"Introns"	"DPAGT1"	"cg12997404_DPAGT1_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg14206962"	"chr15"	29406153	29406153	"+"	0.547145436743556	0.869942400944103	"Exons"	"APBA2"	"cg14206962_APBA2_Exons"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg01928078"	"chr21"	34638373	34638373	"-"	0.777766291096572	0.158191614787131	"Exons"	"IL10RB-DT"	"cg01928078_IL10RB-DT_Exons"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg14607407"	"chr21"	34638535	34638535	"-"	0.616338902232181	0.0690899922261869	"Exons"	"IL10RB-DT"	"cg14607407_IL10RB-DT_Exons"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg12829325"	"chr21"	34638188	34638188	"-"	0.745895898162605	0.117862253562393	"Exons"	"IL10RB-DT"	"cg12829325_IL10RB-DT_Exons"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg23477967"	"chr2"	188419087	188419087	"+"	0.753740534878188	0.0874947478310853	"Exons"	"AC007319.1"	"cg23477967_AC007319.1_Exons"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg20712415"	"chr3"	159570903	159570903	"+"	0.518559534891172	0.140410109871317	"Introns"	"IQCJ-SCHIP1"	"cg20712415_IQCJ-SCHIP1_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg26058502"	"chr1"	150946023	150946023	"+"	0.50550774906631	0.167998871523071	"Introns"	"AL590133.1"	"cg26058502_AL590133.1_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg19730887"	"chr3"	15085146	15085146	"+"	0.137392666751551	0.562910006337282	"Introns"	"NR2C2"	"cg19730887_NR2C2_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg08780166"	"chr2"	40470864	40470864	"+"	0.376151972197388	0.897049188364186	"Introns"	"SLC8A1-AS1"	"cg08780166_SLC8A1-AS1_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg13184736"	"chr1"	68299409	68299409	"+"	0.767733630574494	0.188949726337141	"Introns"	"GNG12-AS1"	"cg13184736_GNG12-AS1_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg14132167"	"chr6"	90661052	90661052	"+"	0.36291861556406	0.802543958897731	"Introns"	"AL121787.1"	"cg14132167_AL121787.1_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg01633363"	"chr17"	79140589	79140589	"+"	0.246376348005883	0.541541920025505	"Exons"	"PVALEF"	"cg01633363_PVALEF_Exons"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg08308801"	"chr10"	119867973	119867973	"+"	0.696372189060416	0.267670751323487	"Introns"	"CASC2"	"cg08308801_CASC2_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg01306563"	"chr7"	114055074	114055074	"-"	0.484810683857725	0.0979588287220154	"Introns"	"AC073626.1"	"cg01306563_AC073626.1_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg18871253"	"chr7"	114055137	114055137	"-"	0.517383481401948	0.191099252468279	"Introns"	"AC073626.1"	"cg18871253_AC073626.1_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg26282762"	"chr19"	1356444	1356444	"+"	0.242230729920944	0.575108810052683	"Exons"	"PWWP3A"	"cg26282762_PWWP3A_Exons"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg09919917"	"chr2"	242834074	242834074	"+"	0.563260968542607	0.921192230174835	"Introns"	"LINC01237"	"cg09919917_LINC01237_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ch.2.242496996F"	"chr2"	242848323	242848323	"+"	0.532908366646327	0.149463156562684	"Introns"	"LINC01237"	"ch.2.242496996F_LINC01237_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg22086834"	"chr7"	94278830	94278830	"-"	0.833257909294433	0.331060982993805	"Introns"	"SGCE"	"cg22086834_SGCE_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg16416158"	"chr1"	21652298	21652298	"-"	0.400201547809975	0.848370157441401	"Introns"	"ECE1"	"cg16416158_ECE1_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg04518342"	"chr5"	131593106	131593106	"-"	0.779468088030908	0.269067287546492	"Introns"	"P4HA2"	"cg04518342_P4HA2_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg01329434"	"chr5"	131606393	131606393	"-"	0.816137104269013	0.522654649950776	"Introns"	"P4HA2"	"cg01329434_P4HA2_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg00944304"	"chr15"	40738072	40738072	"+"	0.677101692180231	0.288834578707013	"Introns"	"BAHD1"	"cg00944304_BAHD1_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg17295053"	"chr10"	101194096	101194096	"+"	0.498192470721519	0.818865282086905	"Introns"	"AL391684.1"	"cg17295053_AL391684.1_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg00614503"	"chr10"	11117464	11117464	"+"	0.446452831328948	0.917902440149461	"Introns"	"CELF2"	"cg00614503_CELF2_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg11002119"	"chr10"	11137788	11137788	"+"	0.392261926893687	0.866483405322135	"Introns"	"CELF2"	"cg11002119_CELF2_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg06070414"	"chr7"	95226412	95226412	"+"	0.725917722345323	0.223597489427553	"Introns"	"AC002451.1"	"cg06070414_AC002451.1_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg09436502"	"chr7"	95226433	95226433	"+"	0.76722945985912	0.11382540304951	"Introns"	"AC002451.1"	"cg09436502_AC002451.1_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"cg16379513"	"chr1"	32827150	32827150	"-"	0.340532589019757	0.685849970136434	"Introns"	"FAM229A"	"cg16379513_FAM229A_Introns"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
